qid,tid,vid,enumid,wzb.hh.id,interview_wzb.ind.id,treatment,pL,pR,nL,nR,tL,tR,aL,aR,timing,start_n2,date,time,version
1,2,14,0,214158,214158x1,risk,6,3,0,100,3,6,0,300,6.0,11,30/06/15,11:16,2.3
2,2,14,0,214158,214158x1,risk,3,5,20,80,3,6,60,400,0.0,79,30/06/15,11:16,2.3
3,2,14,0,214158,214158x1,risk,9.5,5,50,50,3,6,475.0,250,0.0,49,30/06/15,11:16,2.3
4,2,14,0,214158,214158x1,risk,7,8,74,26,3,6,518,208,0.0,26,30/06/15,11:16,2.3
5,2,14,0,214158,214158x1,risk,4,1.5,4,96,3,6,16,144.0,0.0,96,30/06/15,11:16,2.3
6,2,14,0,214158,214158x1,risk,2,1.5,18,82,3,6,36,123.0,0.0,81,30/06/15,11:16,2.3
7,2,14,0,214158,214158x1,risk,5,9.5,22,78,3,6,110,741.0,0.0,78,30/06/15,11:16,2.3
8,2,14,0,214158,214158x1,risk,9,7.5,16,84,3,6,144,630.0,0.0,83,30/06/15,11:16,2.3
9,2,14,0,214158,214158x1,risk,9.5,6,20,80,3,6,190.0,480,0.0,80,30/06/15,11:16,2.3
10,2,14,0,214158,214158x1,risk,6,8.5,14,86,3,6,84,731.0,0.0,86,30/06/15,11:16,2.3
11,2,14,0,214158,214158x1,risk,1,1.5,88,12,3,6,88,18.0,0.0,12,30/06/15,11:16,2.3
12,2,14,0,214158,214158x1,risk,3,2,26,74,3,6,78,148,0.0,74,30/06/15,11:16,2.3
13,2,14,0,214158,214158x1,risk,5,1.5,44,56,3,6,220,84.0,0.0,56,30/06/15,11:16,2.3
14,2,14,0,214158,214158x1,risk,4,6,34,66,3,6,136,396,0.0,65,30/06/15,11:16,2.3
15,2,14,0,214158,214158x1,risk,6,4.5,14,86,3,6,84,387.0,0.0,86,30/06/15,11:16,2.3
16,2,14,0,214158,214158x1,risk,7,9,84,16,0,3,588,144,0.0,16,30/06/15,11:16,2.3
17,2,14,0,214158,214158x1,risk,8,6.5,54,46,0,3,432,299.0,0.0,45,30/06/15,11:16,2.3
18,2,14,0,214158,214158x1,risk,6,6.5,86,14,0,3,516,91.0,0.0,13,30/06/15,11:16,2.3
19,2,14,0,214158,214158x1,risk,9,3.5,42,58,0,3,378,203.0,0.0,58,30/06/15,11:16,2.3
20,2,14,0,214158,214158x1,risk,8,8.5,94,6,0,3,752,51.0,0.0,5,30/06/15,11:16,2.3
21,2,14,0,214158,214158x1,risk,1,7,46,54,0,3,46,378,0.0,54,30/06/15,11:16,2.3
22,2,14,0,214158,214158x1,risk,6.5,8,20,80,0,3,130.0,640,0.0,79,30/06/15,11:16,2.3
23,2,14,0,214158,214158x1,risk,3.5,1,14,86,0,3,49.0,86,0.0,86,30/06/15,11:16,2.3
24,2,14,0,214158,214158x1,risk,0.5,1,78,22,0,3,39.0,22,0.0,21,30/06/15,11:16,2.3
25,2,14,0,214158,214158x1,risk,8,7,20,80,0,3,160,560,0.0,80,30/06/15,11:16,2.3
26,2,14,0,214158,214158x1,risk,4.5,9,14,86,0,3,63.0,774,0.0,85,30/06/15,11:16,2.3
27,2,14,0,214158,214158x1,risk,7,5.5,6,94,0,3,42,517.0,0.0,94,30/06/15,11:16,2.3
28,2,14,0,214158,214158x1,risk,4,9.5,52,48,0,3,208,456.0,0.0,47,30/06/15,11:16,2.3
29,2,14,0,214158,214158x1,risk,2,9,36,64,0,3,72,576,0.0,64,30/06/15,11:16,2.3
30,2,14,0,214158,214158x1,risk,6,2.5,34,66,0,3,204,165.0,0.0,65,30/06/15,11:16,2.3
